caseid,linksrechts_parteien_1,linksrechts_parteien_2,linksrechts_parteien_3,linksrechts_parteien_4,linksrechts_parteien_5,linksrechts_parteien_6,linksrechts_selbst,erststimme_BTW21,zweitstimme_BTW21,coalition_1,coalition_2,coalition_3,coalition_4,coalition_5,coalition_6,coalition_7,coalition_8,coalition_9,klimawandel_parteien_1,klimawandel_parteien_2,klimawandel_parteien_3,klimawandel_parteien_4,klimawandel_parteien_5,klimawandel_parteien_6,klimawandel_parteien_7,klimawandel_selbst,immigration_parteien_1,immigration_parteien_2,immigration_parteien_3,immigration_parteien_4,immigration_parteien_5,immigration_parteien_6,immigration_parteien_7,immigration_selbst,corona_parteien,kandidateneinstufungen_1,kandidateneinstufungen_2,kandidateneinstufungen_3,kandidateneinstufungen_4,kandidateneinstufungen_5,kandidateneinstufungen_6,education_paul_recode,age,WestOst,hinc,Pos. of LINKE in Ranking,Pos. of GRUENE in Ranking,Pos. of SPD in Ranking,Pos. of CDU/CSU in Ranking,Pos. of FDP in Ranking,Pos. of AFD in Ranking
711.0,8,7,4,6,4,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,2,2,1,1,4,3,5,3,2,4,4,5,3,1,3,5,5,3,3,2,4,7,3,2,-1,3,3,-2,3,2,5,31.0,WEST,4,4,1,2,5,3,5
712.0,6,6,6,6,7,3,6,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,3,3,5,3,1,1,3,3,4,4,4,4,977,3,977,977,2,5,6,4,4,3,4,7,5,3,-2,1,1,3,977,-2,3,50.0,WEST,6,5,1,3,2,4,6
716.0,4,4,4,4,4,2,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,GRUENE,3,3,3,3,2,2,2,3,3,4,4,5,4,3,3,2,4,3,5,3,5,5,3,4,3,0,-2,-3,1,-1,-1,-2,5,39.0,WEST,8,5,4,1,2,3,6
735.0,9,9,10,9,9,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,GRUENE,4,1,2,3,2,1,3,5,5,4,4,2,3,1,3,4,2,6,6,4,6,4,4,4,5,4,0,5,4,-2,4,0,4,62.0,OST,3,2,1,1,4,3,4
738.0,9,9,5,6,6,3,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,GRUENE,2,3,2,3,1,1,4,3,5,4,4,2,4,1,4,6,2,5,5,3,4,3,4,6,2,2,-5,4,3,1,2,0,6,61.0,WEST,9,4,1,2,4,3,4
751.0,6,6,4,9,5,3,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,1,3,2,1,1,2,4,4,7,7,5,6,1,5,7,3,4,4,3,5,3,3,7,2,-3,-4,0,3,-5,4,-3,6,24.0,WEST,11,3,1,2,5,4,6
762.0,8,9,5,4,4,1,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,2,3,2,1,1,3,5,4,7,7,7,7,1,1,7,1,6,5,3,5,2,2,7,2,2,-3,0,2,1,2,-1,6,36.0,WEST,10,2,1,3,5,4,5
764.0,8,8,6,977,5,3,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,1,1,1,1,2,5,4,7,7,5,7,2,3,7,2,7,7,4,5,3,4,7,4,-2,-5,0,3,-3,3,-1,6,31.0,WEST,4,3,1,2,4,4,4
768.0,11,7,5,7,5,5,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,1,1,1,1,1,4,4,7,7,4,7,1,1,1,1,4,7,3,4,1,1,7,3,-5,-5,2,5,-5,4,-5,5,30.0,WEST,7,1,2,3,4,4,4
839.0,8,8,4,6,4,2,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,3,3,1,1,4,4,5,7,6,3,5,2,2,7,2,6,6,4,4,3,2,7,3,3,-5,3,2,0,1,1,6,35.0,OST,10,3,1,2,5,4,5
847.0,9,9,4,8,4,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,3,1,3,2,1,1,2,2,5,6,6,4,7,2,3,7,1,5,5,3,5,2,2,7,4,-3,-2,2,3,-4,1,-5,5,44.0,WEST,977,3,1,2,3,3,3
876.0,6,6,5,5,5,1,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,2,1,1,1,1,3,5,977,977,3,7,1,977,977,1,5,5,3,5,3,1,7,2,3,-2,4,3,2,977,0,5,23.0,WEST,977,3,1,1,3,2,3
886.0,8,10,5,10,3,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,1,3,3,1,1,3,5,5,6,6,4,7,1,1,7,1,6,6,3,6,2,1,7,5,2,-4,3,1,0,5,-4,5,32.0,WEST,977,2,1,3,4,5,5
902.0,10,10,5,9,5,3,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,3,2,1,1,977,3,5,7,7,7,7,1,977,977,1,7,7,5,7,3,1,7,1,977,-5,-5,3,-5,3,-5,3,66.0,WEST,977,2,1,2,2,2,2
918.0,7,8,4,6,4,2,3,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,1,3,2,1,1,3,4,4,7,7,3,7,1,3,7,1,5,5,2,3,1,1,7,4,1,-4,-2,4,-5,1,-4,5,20.0,WEST,3,3,1,2,4,4,4
958.0,10,8,3,8,4,1,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,GRUENE,2,1,2,2,1,1,4,2,5,6,6,5,5,2,977,7,3,5,5,3,2,2,1,7,2,2,-3,3,3,-1,5,1,6,58.0,OST,9,5,1,2,4,3,6
981.0,8,9,3,9,3,1,3,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,2,3,1,1,1,4,4,5,5,5,4,5,2,2,7,4,5,5,1,5,1,1,7,4,3,-3,5,0,0,5,2,6,63.0,WEST,11,3,2,1,3,3,3
995.0,6,7,6,7,5,3,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,GRUENE,2,1,4,3,1,1,3,3,5,4,4,2,6,1,4,7,1,3,4,2,1,1,2,7,1,4,-1,5,5,1,5,1,5,76.0,WEST,4,3,1,2,4,5,6
1009.0,8,9,6,8,3,1,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,2,3,1,1,4,4,4,6,7,5,7,1,3,7,1,5,7,4,5,3,2,7,4,-1,-4,0,1,-5,2,-1,6,33.0,WEST,5,3,1,2,5,4,6
1010.0,7,8,5,977,3,2,3,DIE KANDIDATIN BZW. DEN KANDIDATEN VON DIE LINKE,GRUENE,1,1,2,2,1,1,3,5,4,7,7,5,6,2,977,7,1,977,977,977,977,977,977,7,977,-5,-5,-5,4,-5,2,-3,5,22.0,WEST,977,2,1,3,4,4,4
1041.0,7,7,5,7,3,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,1,2,1,1,1,3,3,5,6,6,4,6,2,4,7,1,5,7,4,5,3,977,7,977,3,-1,2,2,-5,4,-1,3,62.0,WEST,7,3,1,2,3,3,3
1055.0,8,9,6,5,6,5,6,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,2,1,2,1,1,3,4,5,5,6,3,5,2,4,977,3,5,6,2,5,2,4,7,3,-3,-5,4,5,-4,4,-3,5,58.0,WEST,977,3,1,2,4,4,4
1061.0,1,977,1,1,5,6,1,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,3,3,1,1,3,3,5,5,5,3,4,1,5,7,1,1,5,1,4,6,2,7,6,-5,-5,-5,-2,1,5,-2,2,63.0,WEST,5,1,1,1,1,1,1
1077.0,6,7,3,6,2,1,2,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,3,1,1,1,3,5,5,7,7,7,5,1,1,7,1,6,6,5,5,1,1,7,1,1,-5,4,5,-5,5,1,3,45.0,OST,5,2,1,3,5,4,5
1080.0,8,8,6,5,3,2,3,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,1,2,2,1,1,4,5,4,7,7,5,5,1,2,7,1,6,6,4,3,1,1,7,2,2,-5,2,5,-4,5,1,6,25.0,WEST,1,2,1,3,5,4,6
1091.0,6,6,6,6,3,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,1,2,2,1,1,2,4,4,4,4,4,6,3,2,6,3,4,4,4,4,3,2,7,4,-1,-3,0,0,977,977,-3,6,28.0,OST,977,3,1,2,3,3,3
1096.0,8,8,3,8,5,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,4,3,5,5,1,1,2,1,2,4,4,5,4,2,4,5,3,4,4,3,5,3,5,6,4,-1,-3,-1,2,0,3,2,6,59.0,OST,8,3,1,3,3,2,3
1112.0,8,8,4,7,4,2,3,DIE KANDIDATIN BZW. DEN KANDIDATEN VON DIE LINKE,GRUENE,1,1,1,1,1,1,2,5,5,7,7,3,6,1,2,7,2,7,7,4,977,3,2,7,2,-3,-5,-1,2,-4,4,-2,5,30.0,WEST,977,1,2,3,5,4,5
1116.0,9,9,5,8,5,3,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,2,4,2,1,1,2,1,2,5,4,4,5,2,977,6,2,5,5,4,5,2,2,7,2,1,-4,-3,0,-1,1,-2,6,47.0,OST,9,3,1,3,2,3,3
1121.0,5,5,5,3,1,2,1,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,3,3,3,3,1,1,3,3,3,5,5,5,5,1,5,7,1,5,5,5,4,1,4,7,977,977,0,0,0,0,0,0,5,23.0,WEST,4,3,1,2,5,4,6
1143.0,11,11,6,11,5,1,1,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,1,1,1,1,3,5,5,7,7,5,7,1,1,7,1,7,7,2,2,1,1,7,2,3,-5,-5,5,-5,5,-5,3,39.0,WEST,977,1,1,2,3,3,3
1147.0,11,11,4,8,4,1,1,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,GRUENE,1,1,1,1,1,1,3,5,5,7,6,3,5,2,3,7,1,7,7,3,5,2,1,7,1,1,-5,4,2,-5,4,-4,6,74.0,WEST,11,3,1,2,4,4,4
1158.0,6,6,6,6,6,4,6,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,1,1,1,1,1,5,4,7,7,2,7,1,1,977,1,977,977,977,977,977,977,977,4,3,-1,4,5,-5,0,-5,3,53.0,WEST,4,1,2,3,4,4,4
1176.0,7,7,5,7,5,4,6,DIE KANDIDATIN BZW. DEN KANDIDATEN VON DIE LINKE,GRUENE,1,1,1,1,1,1,2,4,4,4,4,3,4,1,1,4,1,4,4,4,4,3,3,6,2,-2,-5,-5,2,-5,1,-4,5,31.0,WEST,4,1,2,3,4,4,4
1186.0,7,8,5,6,6,2,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,2,3,3,1,1,2,2,5,5,5,3,5,2,977,977,2,977,6,977,977,977,977,7,2,3,-3,3,3,-3,3,0,6,76.0,WEST,3,4,1,2,3,4,5
1187.0,7,6,4,7,4,2,3,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,2,2,2,1,1,4,4,4,6,6,3,5,1,2,7,2,4,4,3,977,1,3,7,3,-1,-5,-1,1,-1,1,1,5,20.0,WEST,977,4,1,3,5,2,6
1191.0,5,5,5,5,5,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,1,1,1,1,1,4,5,5,5,1,7,1,4,977,1,3,4,7,4,1,4,7,4,3,-2,5,5,0,5,0,3,59.0,WEST,3,3,2,1,3,3,3
1192.0,8,9,4,6,4,2,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,3,2,3,3,1,1,4,4,5,5,5,3,4,1,3,7,1,4,5,4,4,3,2,7,4,1,-2,2,4,0,4,0,6,39.0,WEST,11,3,1,2,4,3,5
1213.0,8,9,4,7,4,3,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,3,2,4,2,1,1,2,4,4,6,7,3,7,1,4,7,1,5,5,3,6,2,3,7,1,-2,-3,-4,5,-5,4,-5,3,59.0,WEST,6,2,1,2,3,3,3
1222.0,9,9,3,5,5,1,3,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,2,3,2,1,1,2,3,4,6,6,2,6,1,977,7,1,6,6,1,977,1,977,7,1,-3,-3,4,1,5,2,-2,3,70.0,WEST,8,5,2,1,4,3,6
1226.0,8,8,5,5,8,3,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,GRUENE,1,3,2,3,1,1,4,3,5,5,5,4,5,1,4,977,1,4,4,3,4,3,3,3,3,2,-5,3,2,-2,3,0,3,59.0,WEST,977,4,1,2,5,3,5
1227.0,8,9,4,8,5,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,2,4,4,1,1,4,2,4,7,7,4,7,1,2,7,2,7,7,3,4,2,3,7,2,-3,-5,3,5,-4,3,4,6,24.0,WEST,8,3,1,2,3,2,3
1241.0,8,8,6,5,3,1,3,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,4,2,1,1,4,5,5,6,6,3,7,1,2,7,1,6,6,4,5,2,2,7,1,-1,-5,1,3,-4,4,1,6,25.0,WEST,3,2,1,3,5,4,6
1254.0,10,11,5,11,6,2,6,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,2,2,1,1,5,3,5,3,3,3,4,1,7,977,2,6,6,2,3,1,2,6,977,0,-5,-4,4,-5,5,0,5,63.0,WEST,2,2,1,2,3,3,3
1261.0,6,5,6,3,5,3,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,GRUENE,3,4,2,4,2,2,3,3,4,4,4,5,6,1,4,6,5,4,4,5,6,2,5,7,6,1,2,1,-3,2,0,0,2,42.0,WEST,6,4,2,1,3,5,5
1263.0,5,6,5,4,5,3,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,GRUENE,1,1,1,1,1,1,4,4,5,5,7,5,5,1,4,7,1,5,977,977,977,977,977,7,977,0,-5,2,0,0,2,1,5,39.0,WEST,11,3,1,2,5,4,6
1281.0,8,8,5,6,3,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,1,1,1,1,3,5,3,7,7,4,7,2,3,7,2,7,7,3,5,2,1,7,3,-5,-5,-5,-3,-5,-3,-5,4,37.0,OST,7,1,1,2,2,2,2
1307.0,8,9,3,6,2,1,2,DIE KANDIDATIN BZW. DEN KANDIDATEN EINER ANDEREN PARTEI,GRUENE,1,1,1,1,1,1,2,5,3,7,7,3,5,2,1,7,1,7,7,5,977,2,1,7,2,-3,-5,-5,4,-3,3,0,5,21.0,OST,977,1,2,3,5,4,6
1367.0,8,9,5,8,3,1,2,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,2,2,1,1,3,5,4,5,6,4,6,1,1,7,1,5,6,4,4,1,1,7,1,0,-4,0,5,-5,5,-3,3,58.0,WEST,11,2,1,3,5,4,6
1399.0,7,10,6,9,5,2,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,GRUENE,2,1,3,4,1,1,4,3,4,4,5,4,5,1,3,7,3,5,5,3,4,2,1,7,2,3,0,1,3,-2,4,1,3,60.0,WEST,7,3,1,2,4,5,6
1432.0,8,8,5,5,3,2,3,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,2,2,2,1,1,4,5,5,6,6,4,7,2,1,7,1,6,6,3,3,2,1,7,3,-1,-5,0,3,-4,5,-2,5,25.0,WEST,2,2,1,3,5,4,6
1436.0,8,8,4,6,5,3,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,GRUENE,2,1,2,2,1,1,2,5,5,5,6,3,6,1,3,7,1,5,5,3,5,3,4,7,4,4,-5,3,5,-2,5,0,3,38.0,WEST,5,3,1,2,4,5,6
1453.0,7,8,5,7,4,3,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,3,1,3,2,1,1,3,5,4,6,7,3,4,2,2,7,1,5,6,3,5,3,2,7,1,4,0,0,5,2,4,-2,3,48.0,WEST,977,2,1,3,4,5,6
1460.0,4,5,8,6,5,3,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,4,5,5,1,2,5,3,3,5,4,5,6,2,4,6,1,3,3,4,4,3,3,7,5,4,-1,0,2,4,977,977,6,24.0,WEST,4,5,1,4,3,2,6
1494.0,9,10,4,8,5,2,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,4,4,1,1,4,2,4,6,6,4,6,2,3,7,1,6,6,5,6,3,3,7,3,0,-5,-3,4,-5,4,-1,5,49.0,WEST,11,4,1,2,5,3,6
1495.0,9,10,7,7,4,3,3,DIE KANDIDATIN BZW. DEN KANDIDATEN EINER ANDEREN PARTEI,GRUENE,1,1,2,2,1,1,4,5,5,7,7,6,6,2,2,7,1,7,7,4,5,2,2,7,2,0,-5,-3,4,-4,4,-2,5,22.0,WEST,977,2,1,3,4,3,4
1510.0,7,7,5,6,6,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,2,2,2,1,1,3,3,5,2,6,4,4,1,2,7,1,5,5,3,5,2,1,7,4,0,-4,1,2,-2,2,0,3,50.0,WEST,1,5,1,2,4,3,5
1519.0,8,8,5,6,4,2,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,3,3,3,4,1,1,4,2,4,4,4,4,4,3,2,7,5,4,4,3,3,2,2,7,3,1,3,5,5,5,5,5,6,64.0,OST,11,5,1,2,4,3,6
1550.0,7,7,5,5,5,6,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,GRUENE,1,2,2,1,2,2,3,3,3,4,4,5,4,5,4,6,3,4,5,4,5,4,5,7,5,-2,-5,1,1,1,2,1,2,68.0,WEST,2,1,2,2,2,2,2
1552.0,6,977,6,5,4,3,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,1,3,1,1,1,2,2,2,977,977,977,977,977,977,977,3,2,4,977,977,2,2,7,2,0,-2,0,1,-2,1,-4,5,40.0,OST,977,2,1,3,3,3,3
1558.0,7,7,5,6,4,3,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,1,3,3,1,1,4,4,4,5,6,4,5,1,3,6,1,5,5,4,977,3,2,7,3,2,-4,2,4,-2,2,-1,5,24.0,WEST,977,2,1,2,4,3,4
1562.0,3,3,4,6,2,1,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,4,1,1,1,1,1,1,3,3,4,3,2,1,7,3,3,3,5,4,3,2,7,5,-4,0,2,3,0,0,1,5,27.0,WEST,5,5,1,3,2,4,5
1563.0,8,9,5,8,4,3,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,1,3,1,1,1,3,4,5,7,7,5,7,3,3,7,2,6,7,4,5,3,2,7,2,2,-5,-2,5,-5,5,-4,3,33.0,WEST,7,2,1,2,3,3,4
1582.0,5,5,3,3,3,977,3,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,2,2,2,1,1,5,1,5,7,7,4,1,1,977,977,2,4,4,1,1,2,977,977,3,3,1,5,5,-3,977,5,3,64.0,WEST,977,2,1,1,2,1,2
1599.0,7,7,2,8,5,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,GRUENE,2,5,5,5,1,1,4,1,2,7,7,3,6,1,1,7,3,5,6,2,5,3,1,7,3,3,-3,-3,5,4,3,-1,5,55.0,OST,11,5,2,4,3,1,5
1616.0,8,9,6,6,5,3,3,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,2,2,1,1,4,5,4,6,7,5,6,3,3,7,1,6,7,3,4,3,1,7,2,0,-3,0,3,-1,3,-1,6,32.0,WEST,3,1,1,2,3,2,3
1624.0,6,7,5,5,4,3,6,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,3,3,5,4,2,2,4,3,4,4,5,5,5,2,4,5,2,3,3,4,3,3,3,7,7,2,3,-1,5,3,1,2,3,35.0,OST,6,4,1,2,3,5,6
1628.0,8,9,5,8,4,1,3,DIE KANDIDATIN BZW. DEN KANDIDATEN VON DIE LINKE,GRUENE,1,1,1,1,1,1,2,5,4,6,7,3,5,2,2,7,1,5,6,2,5,1,1,7,1,3,-5,-1,5,-3,5,-5,3,46.0,WEST,3,1,2,3,4,4,4
1629.0,5,5,5,11,5,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,5,1,1,1,3,3,3,4,4,4,977,1,977,977,1,3,3,3,7,2,4,7,1,2,1,0,1,0,0,0,5,41.0,WEST,7,3,1,3,2,3,3
1636.0,7,8,5,6,4,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,3,3,3,1,1,4,3,4,7,7,4,7,1,1,7,2,5,6,2,2,2,977,7,2,-4,-4,3,1,-3,2,1,6,31.0,WEST,6,5,1,2,4,3,5
1660.0,9,10,4,7,4,2,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,3,4,4,1,1,4,2,4,6,6,3,6,1,977,6,3,5,5,3,5,2,977,7,3,3,-2,2,5,0,5,4,6,70.0,WEST,6,4,1,2,4,3,5
1674.0,7,7,5,6,3,2,3,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,2,1,1,1,2,5,4,7,7,5,7,3,1,7,1,7,7,3,5,1,1,7,1,0,-5,-1,4,-4,5,-5,5,20.0,WEST,977,1,1,2,3,3,3
1679.0,6,7,4,6,3,4,6,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,1,2,1,1,1,1,2,5,4,977,4,977,4,4,977,4,4,5,3,4,3,4,7,1,-3,-5,2,2,-5,2,-2,3,46.0,WEST,7,3,1,2,3,3,3
1716.0,5,5,5,5,5,5,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,GRUENE,2,2,2,2,1,1,4,4,5,5,5,4,3,2,4,7,3,4,4,4,4,4,4,7,5,3,-5,2,3,1,3,0,2,54.0,WEST,6,5,2,3,4,1,6
1738.0,5,5,7,7,4,977,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER FDP,GRUENE,3,3,5,5,1,1,2,1,4,3,2,3,4,1,6,7,1,3,3,3,3,3,7,7,2,-4,5,4,3,4,2,-1,2,62.0,WEST,7,5,1,3,2,4,6
1745.0,8,8,6,7,5,2,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,2,1,1,1,2,3,4,7,7,4,7,1,3,7,1,7,7,4,7,2,3,7,1,-5,-5,0,0,-5,5,-5,5,56.0,WEST,3,3,1,2,3,3,3
1755.0,7,8,5,8,4,1,2,DIE KANDIDATIN BZW. DEN KANDIDATEN VON DIE LINKE,GRUENE,2,2,3,2,1,1,4,5,5,7,7,5,7,2,1,7,1,6,7,5,6,3,1,7,2,1,-5,-3,5,-2,2,-2,5,23.0,OST,2,1,2,3,4,4,4
1761.0,6,8,4,6,3,1,3,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,2,3,2,1,1,5,5,5,7,7,4,4,1,3,7,1,5,6,3,5,2,1,7,3,1,-2,0,0,0,2,1,6,35.0,WEST,8,2,1,2,3,3,4
1773.0,6,977,7,977,5,5,8,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,2,5,4,2,1,3,3,3,4,2,4,3,5,977,3,4,1,5,3,4,2,7,7,4,0,-2,1,5,3,977,0,2,45.0,WEST,2,4,1,3,2,4,4
1777.0,7,5,6,5,3,1,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,3,2,3,1,1,3,2,2,7,5,5,7,1,3,7,1,3,3,5,977,3,5,7,6,-2,-5,-2,5,2,0,2,3,27.0,WEST,5,2,1,3,3,3,3
1787.0,6,8,4,8,3,2,3,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,1,4,1,1,1,4,5,5,5,6,4,7,2,3,7,2,5,6,3,6,2,2,7,2,0,-4,1,3,-4,5,-4,3,28.0,WEST,5,2,1,2,3,3,4
1806.0,7,8,4,6,4,2,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,GRUENE,2,1,1,2,1,1,5,4,4,5,6,3,7,1,2,6,1,3,5,2,5,2,1,7,2,4,-4,5,5,1,4,-4,5,21.0,WEST,6,3,1,2,4,4,5
1807.0,7,7,5,6,5,2,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,3,2,2,2,1,1,2,3,4,977,977,977,977,977,977,977,3,977,977,977,977,977,977,7,4,-1,-3,2,3,-3,1,-2,6,37.0,WEST,10,3,1,2,3,3,3
