,data,tau_x_score,prediction_time,buckets_per_rank,algo,sigma-factor,Algorithm
5809,PLR-PENDIGITS,0.74611262764129,4.332020203438587,3.9899909008189263,Chain-RFR-PI,2,Chain-RFR-PI
5810,PLR-PENDIGITS,0.7512323232323231,4.325087155769215,4.02,Chain-RFR-PI,2,Chain-RFR-PI
5811,PLR-PENDIGITS,0.737979797979798,4.318336331505431,4.047272727272727,Chain-RFR-PI,2,Chain-RFR-PI
5812,PLR-PENDIGITS,0.7515316954807402,4.323191060779073,3.94631483166515,Chain-RFR-PI,2,Chain-RFR-PI
5813,PLR-PENDIGITS,0.748700839146699,4.322368579031593,3.989080982711556,Chain-RFR-PI,2,Chain-RFR-PI
5814,PLR-PENDIGITS,0.7419674451521585,4.312419083298842,3.948134667879891,Chain-RFR-PI,2,Chain-RFR-PI
5815,PLR-PENDIGITS,0.7438681629764432,4.329650793193325,3.959053685168335,Chain-RFR-PI,2,Chain-RFR-PI
5816,PLR-PENDIGITS,0.7472045293701345,4.336175473963281,3.943585077343039,Chain-RFR-PI,2,Chain-RFR-PI
5817,PLR-PENDIGITS,0.7449802851076737,4.3187448208940555,3.984531392174704,Chain-RFR-PI,2,Chain-RFR-PI
5818,PLR-PENDIGITS,0.7467799009200283,4.334174874183142,3.9754322111010008,Chain-RFR-PI,2,Chain-RFR-PI
5819,PLR-PENDIGITS,0.7458497624102719,4.3336992610240195,3.9636032757051862,Chain-RFR-PI,2,Chain-RFR-PI
5820,PLR-PENDIGITS,0.7461414141414141,4.311114814639104,3.9845454545454544,Chain-RFR-PI,2,Chain-RFR-PI
5821,PLR-PENDIGITS,0.7503636363636362,4.320352971806846,3.870909090909091,Chain-RFR-PI,2,Chain-RFR-PI
5822,PLR-PENDIGITS,0.7496511980588413,4.327183945824325,4.0,Chain-RFR-PI,2,Chain-RFR-PI
5823,PLR-PENDIGITS,0.7425538368213527,4.294462124527351,3.9808917197452223,Chain-RFR-PI,2,Chain-RFR-PI
5824,PLR-PENDIGITS,0.7399858457183298,4.320581487022503,3.9663330300272976,Chain-RFR-PI,2,Chain-RFR-PI
5825,PLR-PENDIGITS,0.7503386917399657,4.333678387467094,3.995450409463148,Chain-RFR-PI,2,Chain-RFR-PI
5826,PLR-PENDIGITS,0.751673238297442,4.2957423337532505,3.982711555959963,Chain-RFR-PI,2,Chain-RFR-PI
5827,PLR-PENDIGITS,0.7451824891315337,4.330840036875068,3.959053685168335,Chain-RFR-PI,2,Chain-RFR-PI
5828,PLR-PENDIGITS,0.735132949145688,4.3311042052805995,3.981801637852594,Chain-RFR-PI,2,Chain-RFR-PI
5829,PLR-PENDIGITS,0.7482559902942068,4.320111473793127,3.959053685168335,Chain-RFR-PI,2,Chain-RFR-PI
5830,PLR-PENDIGITS,0.7457575757575757,4.32211772491217,3.976363636363637,Chain-RFR-PI,2,Chain-RFR-PI
5831,PLR-PENDIGITS,0.7446262626262626,4.324918157954046,3.9954545454545456,Chain-RFR-PI,2,Chain-RFR-PI
5832,PLR-PENDIGITS,0.7417248003235264,4.324025230384363,4.05459508644222,Chain-RFR-PI,2,Chain-RFR-PI
5833,PLR-PENDIGITS,0.7564452532605399,4.293648038905692,3.940855323020928,Chain-RFR-PI,2,Chain-RFR-PI
5834,PLR-PENDIGITS,0.748680618744313,4.32367445317064,3.967242948134668,Chain-RFR-PI,2,Chain-RFR-PI
5835,PLR-PENDIGITS,0.7469214437367303,4.328870785435875,3.950864422202002,Chain-RFR-PI,2,Chain-RFR-PI
5836,PLR-PENDIGITS,0.7452835911434637,4.308487743628824,4.02729754322111,Chain-RFR-PI,2,Chain-RFR-PI
5837,PLR-PENDIGITS,0.7331513497118592,4.324792676302449,3.9444949954504094,Chain-RFR-PI,2,Chain-RFR-PI
5838,PLR-PENDIGITS,0.748640177939541,4.323183652240602,3.959963603275705,Chain-RFR-PI,2,Chain-RFR-PI
5839,PLR-PENDIGITS,0.7451218279243758,4.309275822107578,4.015468607825296,Chain-RFR-PI,2,Chain-RFR-PI
5840,PLR-PENDIGITS,0.7469090909090909,4.3239742930549125,3.9454545454545458,Chain-RFR-PI,2,Chain-RFR-PI
5841,PLR-PENDIGITS,0.7551313131313131,4.32698824253084,3.9118181818181816,Chain-RFR-PI,2,Chain-RFR-PI
5842,PLR-PENDIGITS,0.7446769790718836,4.311841261340689,3.94631483166515,Chain-RFR-PI,2,Chain-RFR-PI
5843,PLR-PENDIGITS,0.7443130118289354,4.332305927678625,3.959053685168335,Chain-RFR-PI,2,Chain-RFR-PI
5844,PLR-PENDIGITS,0.7507026589829137,4.3308755932259695,3.992720655141037,Chain-RFR-PI,2,Chain-RFR-PI
5845,PLR-PENDIGITS,0.7505408957638257,4.318629494758752,3.981801637852594,Chain-RFR-PI,2,Chain-RFR-PI
5846,PLR-PENDIGITS,0.7392781316348196,4.329083520446395,4.031847133757962,Chain-RFR-PI,2,Chain-RFR-PI
5847,PLR-PENDIGITS,0.7343645738550196,4.325566212994599,4.050045495905368,Chain-RFR-PI,2,Chain-RFR-PI
5848,PLR-PENDIGITS,0.7384288747346072,4.330162364277016,4.018198362147407,Chain-RFR-PI,2,Chain-RFR-PI
5849,PLR-PENDIGITS,0.7359215448387424,4.309233836542184,4.016378525932666,Chain-RFR-PI,2,Chain-RFR-PI
5850,PLR-SATIMAGE,0.7916149068322982,3.856477504537219,4.045031055900621,Chain-RFR-PI,2,Chain-RFR-PI
5851,PLR-SATIMAGE,0.793064182194617,3.840396181906452,4.076086956521739,Chain-RFR-PI,2,Chain-RFR-PI
5852,PLR-SATIMAGE,0.7877846790890269,3.839227971220253,4.099378881987578,Chain-RFR-PI,2,Chain-RFR-PI
5853,PLR-SATIMAGE,0.7909937888198758,3.874993093413128,4.093167701863354,Chain-RFR-PI,2,Chain-RFR-PI
5854,PLR-SATIMAGE,0.8008281573498965,3.850272725405449,4.0978260869565215,Chain-RFR-PI,2,Chain-RFR-PI
5855,PLR-SATIMAGE,0.7994815966822186,3.847305395338252,4.065318818040436,Chain-RFR-PI,2,Chain-RFR-PI
5856,PLR-SATIMAGE,0.7950233281493001,3.8439967135783983,4.138413685847589,Chain-RFR-PI,2,Chain-RFR-PI
5857,PLR-SATIMAGE,0.7958527734577502,3.870603856635339,4.091757387247278,Chain-RFR-PI,2,Chain-RFR-PI
5858,PLR-SATIMAGE,0.8087091757387247,3.8427025263477264,4.024883359253499,Chain-RFR-PI,2,Chain-RFR-PI
5859,PLR-SATIMAGE,0.7874546397096941,3.843818386058353,4.031104199066874,Chain-RFR-PI,2,Chain-RFR-PI
5860,PLR-SATIMAGE,0.8028985507246376,3.8663753633085776,4.080745341614906,Chain-RFR-PI,2,Chain-RFR-PI
5861,PLR-SATIMAGE,0.7917184265010352,3.855641637522981,3.987577639751553,Chain-RFR-PI,2,Chain-RFR-PI
5862,PLR-SATIMAGE,0.7920289855072464,3.8811274986787914,4.159937888198757,Chain-RFR-PI,2,Chain-RFR-PI
5863,PLR-SATIMAGE,0.7846790890269151,3.85968467429656,4.093167701863354,Chain-RFR-PI,2,Chain-RFR-PI
5864,PLR-SATIMAGE,0.7988612836438924,3.856619593374591,4.0729813664596275,Chain-RFR-PI,2,Chain-RFR-PI
5865,PLR-SATIMAGE,0.7892172109901504,3.838232792575351,4.110419906687403,Chain-RFR-PI,2,Chain-RFR-PI
5866,PLR-SATIMAGE,0.7976153447382064,3.8468869952209337,4.118195956454121,Chain-RFR-PI,2,Chain-RFR-PI
5867,PLR-SATIMAGE,0.7904613789528253,3.873716387398415,4.066874027993779,Chain-RFR-PI,2,Chain-RFR-PI
5868,PLR-SATIMAGE,0.7957490927941938,3.8378344336356736,4.1446345256609645,Chain-RFR-PI,2,Chain-RFR-PI
5869,PLR-SATIMAGE,0.7888024883359254,3.861659443037341,3.9906687402799377,Chain-RFR-PI,2,Chain-RFR-PI
5870,PLR-SATIMAGE,0.7951345755693581,3.8376783520770337,4.116459627329193,Chain-RFR-PI,2,Chain-RFR-PI
5871,PLR-SATIMAGE,0.7855072463768116,3.829849138543118,4.040372670807454,Chain-RFR-PI,2,Chain-RFR-PI
5872,PLR-SATIMAGE,0.7936853002070393,3.86483384752828,4.065217391304348,Chain-RFR-PI,2,Chain-RFR-PI
5873,PLR-SATIMAGE,0.7875776397515527,3.8360216812474777,4.032608695652174,Chain-RFR-PI,2,Chain-RFR-PI
5874,PLR-SATIMAGE,0.79824016563147,3.855018219801333,4.127329192546584,Chain-RFR-PI,2,Chain-RFR-PI
5875,PLR-SATIMAGE,0.7966822187662,3.8378275298663778,4.0482115085536545,Chain-RFR-PI,2,Chain-RFR-PI
5876,PLR-SATIMAGE,0.7864178330741316,3.874026726805041,4.1601866251944015,Chain-RFR-PI,2,Chain-RFR-PI
5877,PLR-SATIMAGE,0.804250907205806,3.850557080735088,4.076205287713841,Chain-RFR-PI,2,Chain-RFR-PI
5878,PLR-SATIMAGE,0.7812337998963194,3.835450999296072,4.101088646967341,Chain-RFR-PI,2,Chain-RFR-PI
5879,PLR-SATIMAGE,0.7989631933644376,3.8615590282942063,4.102643856920684,Chain-RFR-PI,2,Chain-RFR-PI
5880,PLR-SATIMAGE,0.7969979296066252,3.8483715515786914,4.0605590062111805,Chain-RFR-PI,2,Chain-RFR-PI
5881,PLR-SATIMAGE,0.7968944099378881,3.8653386370407934,4.107142857142857,Chain-RFR-PI,2,Chain-RFR-PI
5882,PLR-SATIMAGE,0.7958592132505176,3.84148428735546,4.145962732919255,Chain-RFR-PI,2,Chain-RFR-PI
5883,PLR-SATIMAGE,0.7874741200828157,3.8632419101060473,4.076086956521739,Chain-RFR-PI,2,Chain-RFR-PI
5884,PLR-SATIMAGE,0.7944099378881988,3.8467375813797737,4.0978260869565215,Chain-RFR-PI,2,Chain-RFR-PI
5885,PLR-SATIMAGE,0.7900466562986003,3.8334166743258535,4.11353032659409,Chain-RFR-PI,2,Chain-RFR-PI
5886,PLR-SATIMAGE,0.7914981855883878,3.860232785338243,4.055987558320373,Chain-RFR-PI,2,Chain-RFR-PI
5887,PLR-SATIMAGE,0.7950233281493001,3.8383955373306,4.024883359253499,Chain-RFR-PI,2,Chain-RFR-PI
5888,PLR-SATIMAGE,0.7902540176257129,3.8758036423432176,4.091757387247278,Chain-RFR-PI,2,Chain-RFR-PI
5889,PLR-SATIMAGE,0.7942975635044065,3.839877551693405,4.045101088646967,Chain-RFR-PI,2,Chain-RFR-PI
5890,PLR-SATIMAGE,0.7929606625258798,3.832458985559997,4.136645962732919,Chain-RFR-PI,2,Chain-RFR-PI
5891,PLR-SATIMAGE,0.7920289855072463,3.8674038505177624,4.111801242236025,Chain-RFR-PI,2,Chain-RFR-PI
5892,PLR-SATIMAGE,0.7829192546583851,3.849699387874173,4.114906832298137,Chain-RFR-PI,2,Chain-RFR-PI
5893,PLR-SATIMAGE,0.7910973084886128,3.857048630494604,4.0605590062111805,Chain-RFR-PI,2,Chain-RFR-PI
5894,PLR-SATIMAGE,0.7984472049689442,3.8462390613428736,4.107142857142857,Chain-RFR-PI,2,Chain-RFR-PI
5895,PLR-SATIMAGE,0.7912908242612754,3.8550530421772287,3.9922239502332815,Chain-RFR-PI,2,Chain-RFR-PI
5896,PLR-SATIMAGE,0.7939865215137377,3.845819610954148,4.099533437013997,Chain-RFR-PI,2,Chain-RFR-PI
5897,PLR-SATIMAGE,0.7985484707102126,3.843350215502159,4.104199066874028,Chain-RFR-PI,2,Chain-RFR-PI
5898,PLR-SATIMAGE,0.7939865215137377,3.868060774083086,4.108864696734059,Chain-RFR-PI,2,Chain-RFR-PI
5899,PLR-SATIMAGE,0.8007257646448935,3.8471812335787936,4.0528771384136855,Chain-RFR-PI,2,Chain-RFR-PI
5900,PLR-SEGMENT,0.8233353947639661,3.0682451637703867,3.64935064935065,Chain-RFR-PI,2,Chain-RFR-PI
5901,PLR-SEGMENT,0.805400948258091,3.0376048992584392,3.6406926406926408,Chain-RFR-PI,2,Chain-RFR-PI
5902,PLR-SEGMENT,0.8117913832199546,3.036264355585652,3.7445887445887447,Chain-RFR-PI,2,Chain-RFR-PI
5903,PLR-SEGMENT,0.7907647907647909,3.054499850384745,3.761904761904762,Chain-RFR-PI,2,Chain-RFR-PI
5904,PLR-SEGMENT,0.797773654916512,3.035733928887874,3.8008658008658007,Chain-RFR-PI,2,Chain-RFR-PI
5905,PLR-SEGMENT,0.8177695320552462,3.0269793334278057,3.74025974025974,Chain-RFR-PI,2,Chain-RFR-PI
5906,PLR-SEGMENT,0.7963306534735105,3.055056759865565,3.696969696969697,Chain-RFR-PI,2,Chain-RFR-PI
5907,PLR-SEGMENT,0.8274582560296846,3.0366599114817565,3.636363636363636,Chain-RFR-PI,2,Chain-RFR-PI
5908,PLR-SEGMENT,0.80849309420738,3.0591154219804335,3.705627705627706,Chain-RFR-PI,2,Chain-RFR-PI
5909,PLR-SEGMENT,0.8167388167388167,3.0369824530280938,3.658008658008658,Chain-RFR-PI,2,Chain-RFR-PI
5910,PLR-SEGMENT,0.8006596578025149,3.031776305567409,3.792207792207792,Chain-RFR-PI,2,Chain-RFR-PI
5911,PLR-SEGMENT,0.7920016491445063,3.057922702914448,3.761904761904762,Chain-RFR-PI,2,Chain-RFR-PI
5912,PLR-SEGMENT,0.8223046794475365,3.030241787712542,3.7662337662337664,Chain-RFR-PI,2,Chain-RFR-PI
5913,PLR-SEGMENT,0.8070500927643786,3.037402354315473,3.6666666666666665,Chain-RFR-PI,2,Chain-RFR-PI
5914,PLR-SEGMENT,0.8194186765615337,3.0634924457226824,3.70995670995671,Chain-RFR-PI,2,Chain-RFR-PI
5915,PLR-SEGMENT,0.8072562358276644,3.035297179519791,3.7445887445887447,Chain-RFR-PI,2,Chain-RFR-PI
5916,PLR-SEGMENT,0.7967429396000824,3.054373609596452,3.761904761904762,Chain-RFR-PI,2,Chain-RFR-PI
5917,PLR-SEGMENT,0.7996289424860854,3.031910053744887,3.675324675324675,Chain-RFR-PI,2,Chain-RFR-PI
5918,PLR-SEGMENT,0.8210678210678212,3.033143043115514,3.6623376623376624,Chain-RFR-PI,2,Chain-RFR-PI
5919,PLR-SEGMENT,0.8144712430426717,3.058524750921743,3.7142857142857144,Chain-RFR-PI,2,Chain-RFR-PI
5920,PLR-SEGMENT,0.8124098124098122,3.0397614181052184,3.9047619047619047,Chain-RFR-PI,2,Chain-RFR-PI
5921,PLR-SEGMENT,0.8103483817769532,3.0366696609937556,3.6623376623376624,Chain-RFR-PI,2,Chain-RFR-PI
5922,PLR-SEGMENT,0.8035456606885177,3.058686601467969,3.64935064935065,Chain-RFR-PI,2,Chain-RFR-PI
5923,PLR-SEGMENT,0.8188002473716758,3.0247683051762815,3.688311688311688,Chain-RFR-PI,2,Chain-RFR-PI
5924,PLR-SEGMENT,0.7938569367140795,3.035049793990282,3.787878787878788,Chain-RFR-PI,2,Chain-RFR-PI
5925,PLR-SEGMENT,0.8284889713461141,3.0516612795329205,3.497835497835498,Chain-RFR-PI,2,Chain-RFR-PI
5926,PLR-SEGMENT,0.8122036693465263,3.0399721018456165,3.74025974025974,Chain-RFR-PI,2,Chain-RFR-PI
5927,PLR-SEGMENT,0.8130282415996701,3.0342627120933225,3.7142857142857144,Chain-RFR-PI,2,Chain-RFR-PI
5928,PLR-SEGMENT,0.8091115233972376,3.0606752197840064,3.8528138528138527,Chain-RFR-PI,2,Chain-RFR-PI
5929,PLR-SEGMENT,0.797773654916512,3.026882369534929,3.5454545454545454,Chain-RFR-PI,2,Chain-RFR-PI
5930,PLR-SEGMENT,0.8126159554730984,3.0575409045505766,3.727272727272727,Chain-RFR-PI,2,Chain-RFR-PI
5931,PLR-SEGMENT,0.7955060812203669,3.0229388401022947,3.6926406926406927,Chain-RFR-PI,2,Chain-RFR-PI
5932,PLR-SEGMENT,0.7988043702329416,3.029965242539916,3.683982683982684,Chain-RFR-PI,2,Chain-RFR-PI
5933,PLR-SEGMENT,0.821273964131107,3.065913186964178,3.636363636363636,Chain-RFR-PI,2,Chain-RFR-PI
5934,PLR-SEGMENT,0.800659657802515,3.0327995482724774,3.813852813852814,Chain-RFR-PI,2,Chain-RFR-PI
5935,PLR-SEGMENT,0.8377654091939806,3.0283812218740733,3.5454545454545454,Chain-RFR-PI,2,Chain-RFR-PI
5936,PLR-SEGMENT,0.8132343846629563,3.0592273887372667,3.779220779220779,Chain-RFR-PI,2,Chain-RFR-PI
5937,PLR-SEGMENT,0.8192125334982477,3.038445040641748,3.735930735930736,Chain-RFR-PI,2,Chain-RFR-PI
5938,PLR-SEGMENT,0.7944753659039373,3.06241722990172,3.7489177489177488,Chain-RFR-PI,2,Chain-RFR-PI
5939,PLR-SEGMENT,0.8051948051948052,3.04484239083095,3.567099567099567,Chain-RFR-PI,2,Chain-RFR-PI
5940,PLR-SEGMENT,0.8089053803339519,3.0386166242222665,3.74025974025974,Chain-RFR-PI,2,Chain-RFR-PI
5941,PLR-SEGMENT,0.803133374561946,3.058639791475835,3.627705627705628,Chain-RFR-PI,2,Chain-RFR-PI
5942,PLR-SEGMENT,0.8041640898783756,3.0357917718448517,3.7532467532467537,Chain-RFR-PI,2,Chain-RFR-PI
5943,PLR-SEGMENT,0.7909709338280767,3.038537384992798,3.779220779220779,Chain-RFR-PI,2,Chain-RFR-PI
5944,PLR-SEGMENT,0.8194186765615337,3.0572081368465085,3.722943722943723,Chain-RFR-PI,2,Chain-RFR-PI
5945,PLR-SEGMENT,0.7955060812203669,3.0365806292606643,3.9004329004329006,Chain-RFR-PI,2,Chain-RFR-PI
5946,PLR-SEGMENT,0.8328179756751185,3.0369477328394807,3.761904761904762,Chain-RFR-PI,2,Chain-RFR-PI
5947,PLR-SEGMENT,0.8190063904349619,3.0616908682948902,3.683982683982684,Chain-RFR-PI,2,Chain-RFR-PI
5948,PLR-SEGMENT,0.7994227994227993,3.0367686941879732,3.6666666666666665,Chain-RFR-PI,2,Chain-RFR-PI
5949,PLR-SEGMENT,0.8039579468150897,3.0615400261959285,3.6406926406926408,Chain-RFR-PI,2,Chain-RFR-PI
5950,PLR-VEHICLE,0.7725490196078432,2.267250403241804,3.4705882352941178,Chain-RFR-PI,2,Chain-RFR-PI
5951,PLR-VEHICLE,0.8058823529411763,2.2597936919110064,3.376470588235294,Chain-RFR-PI,2,Chain-RFR-PI
5952,PLR-VEHICLE,0.7960784313725489,2.268061870408187,3.376470588235294,Chain-RFR-PI,2,Chain-RFR-PI
5953,PLR-VEHICLE,0.8019607843137257,2.268741500039169,3.447058823529412,Chain-RFR-PI,2,Chain-RFR-PI
5954,PLR-VEHICLE,0.7627450980392156,2.303321258313643,3.3176470588235296,Chain-RFR-PI,2,Chain-RFR-PI
5955,PLR-VEHICLE,0.7941176470588235,2.2656327162629486,3.3294117647058825,Chain-RFR-PI,2,Chain-RFR-PI
5956,PLR-VEHICLE,0.7817460317460316,2.2667332030921634,3.392857142857143,Chain-RFR-PI,2,Chain-RFR-PI
5957,PLR-VEHICLE,0.7996031746031743,2.25977628560864,3.380952380952381,Chain-RFR-PI,2,Chain-RFR-PI
5958,PLR-VEHICLE,0.7738095238095238,2.263307543839467,3.2738095238095237,Chain-RFR-PI,2,Chain-RFR-PI
5959,PLR-VEHICLE,0.8194444444444444,2.296047870363619,3.5,Chain-RFR-PI,2,Chain-RFR-PI
5960,PLR-VEHICLE,0.7411764705882353,2.2637129323305,3.5058823529411764,Chain-RFR-PI,2,Chain-RFR-PI
5961,PLR-VEHICLE,0.8176470588235293,2.2664946450407473,3.3529411764705883,Chain-RFR-PI,2,Chain-RFR-PI
5962,PLR-VEHICLE,0.8196078431372548,2.2700742056155474,3.3529411764705883,Chain-RFR-PI,2,Chain-RFR-PI
5963,PLR-VEHICLE,0.7823529411764706,2.266977515768634,3.3058823529411763,Chain-RFR-PI,2,Chain-RFR-PI
5964,PLR-VEHICLE,0.7980392156862743,2.2997831119477867,3.4235294117647057,Chain-RFR-PI,2,Chain-RFR-PI
5965,PLR-VEHICLE,0.7627450980392158,2.263845912158937,3.3529411764705883,Chain-RFR-PI,2,Chain-RFR-PI
5966,PLR-VEHICLE,0.7976190476190478,2.2717845575668325,3.3452380952380953,Chain-RFR-PI,2,Chain-RFR-PI
5967,PLR-VEHICLE,0.8075396825396827,2.265109014153531,3.297619047619047,Chain-RFR-PI,2,Chain-RFR-PI
5968,PLR-VEHICLE,0.7936507936507935,2.3013008805889807,3.357142857142857,Chain-RFR-PI,2,Chain-RFR-PI
5969,PLR-VEHICLE,0.7857142857142857,2.2653459532704723,3.4642857142857144,Chain-RFR-PI,2,Chain-RFR-PI
5970,PLR-VEHICLE,0.8156862745098037,2.2708040785152503,3.411764705882353,Chain-RFR-PI,2,Chain-RFR-PI
5971,PLR-VEHICLE,0.8019607843137254,2.266835128102514,3.376470588235294,Chain-RFR-PI,2,Chain-RFR-PI
5972,PLR-VEHICLE,0.8098039215686276,2.2682210509562446,3.458823529411765,Chain-RFR-PI,2,Chain-RFR-PI
5973,PLR-VEHICLE,0.8058823529411765,2.297999000434628,3.3294117647058825,Chain-RFR-PI,2,Chain-RFR-PI
5974,PLR-VEHICLE,0.7490196078431371,2.269117287625494,3.458823529411765,Chain-RFR-PI,2,Chain-RFR-PI
5975,PLR-VEHICLE,0.7784313725490195,2.258330707181813,3.4,Chain-RFR-PI,2,Chain-RFR-PI
5976,PLR-VEHICLE,0.8015873015873015,2.272321550749461,3.392857142857143,Chain-RFR-PI,2,Chain-RFR-PI
5977,PLR-VEHICLE,0.773809523809524,2.268087106572377,3.3095238095238093,Chain-RFR-PI,2,Chain-RFR-PI
5978,PLR-VEHICLE,0.8075396825396823,2.300384080322269,3.369047619047619,Chain-RFR-PI,2,Chain-RFR-PI
5979,PLR-VEHICLE,0.7380952380952381,2.264420097950149,3.297619047619047,Chain-RFR-PI,2,Chain-RFR-PI
5980,PLR-VEHICLE,0.7941176470588235,2.271637214653914,3.4705882352941178,Chain-RFR-PI,2,Chain-RFR-PI
5981,PLR-VEHICLE,0.7960784313725491,2.261177692044582,3.376470588235294,Chain-RFR-PI,2,Chain-RFR-PI
5982,PLR-VEHICLE,0.7862745098039217,2.267189766870234,3.388235294117647,Chain-RFR-PI,2,Chain-RFR-PI
5983,PLR-VEHICLE,0.8098039215686276,2.3043656706350313,3.4352941176470586,Chain-RFR-PI,2,Chain-RFR-PI
5984,PLR-VEHICLE,0.7901960784313726,2.2666396308191525,3.364705882352941,Chain-RFR-PI,2,Chain-RFR-PI
5985,PLR-VEHICLE,0.8078431372549019,2.2640135348534245,3.4,Chain-RFR-PI,2,Chain-RFR-PI
5986,PLR-VEHICLE,0.7896825396825397,2.26799814484073,3.3333333333333335,Chain-RFR-PI,2,Chain-RFR-PI
5987,PLR-VEHICLE,0.7857142857142856,2.262724581560843,3.4047619047619047,Chain-RFR-PI,2,Chain-RFR-PI
5988,PLR-VEHICLE,0.7777777777777779,2.3090039787753693,3.261904761904762,Chain-RFR-PI,2,Chain-RFR-PI
5989,PLR-VEHICLE,0.7361111111111112,2.266035316582752,3.4761904761904763,Chain-RFR-PI,2,Chain-RFR-PI
5990,PLR-VEHICLE,0.7901960784313726,2.267390636392305,3.376470588235294,Chain-RFR-PI,2,Chain-RFR-PI
5991,PLR-VEHICLE,0.7901960784313724,2.262827811169226,3.364705882352941,Chain-RFR-PI,2,Chain-RFR-PI
5992,PLR-VEHICLE,0.7862745098039217,2.303056387933211,3.4941176470588236,Chain-RFR-PI,2,Chain-RFR-PI
5993,PLR-VEHICLE,0.780392156862745,2.265620702147775,3.4235294117647057,Chain-RFR-PI,2,Chain-RFR-PI
5994,PLR-VEHICLE,0.7333333333333334,2.2650618543432,3.4235294117647057,Chain-RFR-PI,2,Chain-RFR-PI
5995,PLR-VEHICLE,0.7921568627450981,2.2641321476451406,3.458823529411765,Chain-RFR-PI,2,Chain-RFR-PI
5996,PLR-VEHICLE,0.8115079365079365,2.2644476776907134,3.357142857142857,Chain-RFR-PI,2,Chain-RFR-PI
5997,PLR-VEHICLE,0.7996031746031746,2.3021720385323285,3.4166666666666665,Chain-RFR-PI,2,Chain-RFR-PI
5998,PLR-VEHICLE,0.7916666666666669,2.2620354482194416,3.25,Chain-RFR-PI,2,Chain-RFR-PI
5999,PLR-VEHICLE,0.8253968253968254,2.2659184753648915,3.4761904761904763,Chain-RFR-PI,2,Chain-RFR-PI
6000,PLR-VOWEL,0.779073756432247,3.5153748471536246,5.962264150943396,Chain-RFR-PI,2,Chain-RFR-PI
6001,PLR-VOWEL,0.7533447684391081,3.4858822678053514,5.660377358490566,Chain-RFR-PI,2,Chain-RFR-PI
6002,PLR-VOWEL,0.7492281303602059,3.5124618652733224,5.566037735849057,Chain-RFR-PI,2,Chain-RFR-PI
6003,PLR-VOWEL,0.739622641509434,3.4896717200907315,5.754716981132075,Chain-RFR-PI,2,Chain-RFR-PI
6004,PLR-VOWEL,0.736878216123499,3.5144069412918326,6.30188679245283,Chain-RFR-PI,2,Chain-RFR-PI
6005,PLR-VOWEL,0.7355060034305317,3.4967190070121954,5.981132075471698,Chain-RFR-PI,2,Chain-RFR-PI
6006,PLR-VOWEL,0.7636363636363636,3.514106137554783,5.679245283018868,Chain-RFR-PI,2,Chain-RFR-PI
6007,PLR-VOWEL,0.7214408233276158,3.490994327122105,5.660377358490566,Chain-RFR-PI,2,Chain-RFR-PI
6008,PLR-VOWEL,0.7653846153846153,3.5154222113425067,5.980769230769231,Chain-RFR-PI,2,Chain-RFR-PI
6009,PLR-VOWEL,0.720979020979021,3.49087657716491,5.5,Chain-RFR-PI,2,Chain-RFR-PI
6010,PLR-VOWEL,0.7540308747855917,3.512792419002164,5.735849056603773,Chain-RFR-PI,2,Chain-RFR-PI
6011,PLR-VOWEL,0.7708404802744426,3.489691740684248,5.3584905660377355,Chain-RFR-PI,2,Chain-RFR-PI
6012,PLR-VOWEL,0.7499142367066893,3.509440279731233,5.849056603773585,Chain-RFR-PI,2,Chain-RFR-PI
6013,PLR-VOWEL,0.7385934819897083,3.485427326885294,5.660377358490566,Chain-RFR-PI,2,Chain-RFR-PI
6014,PLR-VOWEL,0.7478559176672385,3.510581475767208,5.886792452830188,Chain-RFR-PI,2,Chain-RFR-PI
6015,PLR-VOWEL,0.7526586620926244,3.4937793361917406,5.528301886792453,Chain-RFR-PI,2,Chain-RFR-PI
6016,PLR-VOWEL,0.7492281303602059,3.518216137476545,5.811320754716981,Chain-RFR-PI,2,Chain-RFR-PI
6017,PLR-VOWEL,0.767066895368782,3.5101955703350307,5.811320754716981,Chain-RFR-PI,2,Chain-RFR-PI
6018,PLR-VOWEL,0.7430069930069929,3.4929408363154635,5.6923076923076925,Chain-RFR-PI,2,Chain-RFR-PI
6019,PLR-VOWEL,0.7426573426573426,3.5078899937142465,5.653846153846154,Chain-RFR-PI,2,Chain-RFR-PI
6020,PLR-VOWEL,0.757804459691252,3.484233123228107,5.867924528301887,Chain-RFR-PI,2,Chain-RFR-PI
6021,PLR-VOWEL,0.7385934819897083,3.514479975899589,5.754716981132075,Chain-RFR-PI,2,Chain-RFR-PI
6022,PLR-VOWEL,0.7416809605488851,3.4846254475911,5.69811320754717,Chain-RFR-PI,2,Chain-RFR-PI
6023,PLR-VOWEL,0.7554030874785591,3.50749336635157,5.830188679245283,Chain-RFR-PI,2,Chain-RFR-PI
6024,PLR-VOWEL,0.7708404802744425,3.489103285946273,5.830188679245283,Chain-RFR-PI,2,Chain-RFR-PI
6025,PLR-VOWEL,0.760548885077187,3.509152411053219,5.7924528301886795,Chain-RFR-PI,2,Chain-RFR-PI
6026,PLR-VOWEL,0.7468267581475128,3.489774978132694,6.169811320754717,Chain-RFR-PI,2,Chain-RFR-PI
6027,PLR-VOWEL,0.7334476843910805,3.5121001943279904,5.943396226415095,Chain-RFR-PI,2,Chain-RFR-PI
